#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
243665	672	4215	107140	110379	-	-	BRCA1	MAP3K3	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	MAPKKK3|MEKK3	Two-hybrid	physical	Gilmore PM (2004)	PUBMED:15205325	9606	9606	Low Throughput	-	-	AA 1611-1863 are required to mediate the interaction with MEKK3;BRCA1 disease-associated mutations abrogated the interaction;expression of BRCA1 activates MEKK3	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99759	J3KRN4|J3QRB6	NP_002392|NP_976226	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243666	672	4215	107140	110379	-	-	BRCA1	MAP3K3	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	MAPKKK3|MEKK3	Affinity Capture-Western	physical	Gilmore PM (2004)	PUBMED:15205325	9606	9606	Low Throughput	-	-	AA 1611-1863 are required to mediate the interaction with MEKK3;BRCA1 disease-associated mutations abrogated the interaction;expression of BRCA1 activates MEKK3	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99759	J3KRN4|J3QRB6	NP_002392|NP_976226	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243698	672	2956	107140	109211	-	-	BRCA1	MSH6	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	GTBP|GTMBP|HNPCC5|HSAP|p160	Reconstituted Complex	physical	Wang Q (2001)	PUBMED:11498787	9606	9606	Low Throughput	-	-	ADP-bound form of hMSH2-hMSH6 is incapable of binding to BRCA1 while the nucleotide-free or the stable ATP-bound form (S-ATP) strongly interacts with BRCA1	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P52701	Q3SWU9	NP_000170|NP_001268421|NP_001268422|NP_001268423	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243709	672	3838	107140	110036	-	-	BRCA1	KPNA2	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	IPOA1|QIP2|RCH1|SRP1alpha	Two-hybrid	physical	Chen CF (1996)	PUBMED:8955125	9606	9606	Low Throughput	-	-	amino acids 1-1142 of BRCA1 bait;503KRKRRP508 and 606PKKNRLRRKS615 regions, but not 651KKKKYN656, are critical for this interaction	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P52292	Q7Z726	NP_001307540|NP_002257	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243725	675	672	107142	107140	RP11-298P3.4	-	BRCA2	BRCA1	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Affinity Capture-Western	physical	Sarkisian CJ (2001)	PUBMED:11477095	9606	9606	Low Throughput	-	-	Amino terminus of Brca2 is sufficient for this interaction	-	BIOGRID	P51587	-	NP_000050	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243812	672	6597	107140	112481	-	-	BRCA1	SMARCA4	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Affinity Capture-Western	physical	Hill DA (2004)	PUBMED:15034933	9606	9606	Low Throughput	-	-	ATPase-deficient, dominant negative SWI/SNF enzymes;expression of dominant negative SWI/SNF enzymes does not affect p53-mediated induction of the p21 cyclin dependent kinase inhibitor or the Mdm2 E3 ubiquitin ligase that regulates p53 in cells exposed to	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P51532	A7E2E1|Q9HBD4|B3KNW7	NP_003063|NP_001122319|NP_001122318|NP_001122317|NP_001122316|NP_001122320|NP_001122321|NP_001361386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243813	672	6595	107140	112479	-	-	BRCA1	SMARCA2	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	Affinity Capture-Western	physical	Hill DA (2004)	PUBMED:15034933	9606	9606	Low Throughput	-	-	ATPase-deficient, dominant negative SWI/SNF enzymes;expression of dominant negative SWI/SNF enzymes does not affect p53-mediated induction of the p21 cyclin dependent kinase inhibitor or the Mdm2 E3 ubiquitin ligase that regulates p53 in cells exposed to	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P51531	B4DNT1|Q56A76|F6T8Q0|Q8N9Q1|B1ALF6|B4DSC8	NP_003061|NP_001276325|NP_001276326|NP_001276327|NP_620614|NP_001276328|NP_001276329	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243814	545	672	107027	107140	-	-	ATR	BRCA1	FCTCS|FRP1|MEC1|SCKL|SCKL1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Reconstituted Complex	physical	Tibbetts RS (2000)	PUBMED:11114888	9606	9606	Low Throughput	-	-	ATR phosphorylates BRCA1 on six Ser/Thr residues, including Ser 1423, in vitro. Increased expression of ATR enhanced the phosphorylation of BRCA1 on Ser 1423 following cellular exposure to HU or UV light	-	BIOGRID	Q13535	-	NP_001175	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243817	672	580	107140	107056	-	-	BRCA1	BARD1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Reconstituted Complex	physical	Mallery DL (2002)	PUBMED:12485996	9606	9606	Low Throughput	-	-	Auto-polyubiquitylation potentiates the E3 ubiquitin ligase activity of the BRCA1/BARD1 complex >20-fold;RING domains of BRCA1 and BARD1, while necessary, are not sufficient for E3 activity, and sequences outside the RING domains make an important contrib	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243819	672	3014	107140	109268	-	-	BRCA1	H2AFX	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	H2A.X|H2A/X|H2AX	Reconstituted Complex	physical	Mallery DL (2002)	PUBMED:12485996	9606	9606	Low Throughput	-	-	Auto-polyubiquitylation potentiates the E3 ubiquitin ligase activity of the BRCA1/BARD1 complex >20-fold;RING domains of BRCA1 and BARD1, while necessary, are not sufficient for E3 activity, and sequences outside the RING domains make an important contrib	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P16104	-	NP_002096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243823	672	7321	107140	113169	-	-	BRCA1	UBE2D1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	Reconstituted Complex	physical	Mallery DL (2002)	PUBMED:12485996	9606	9606	Low Throughput	-	-	Auto-polyubiquitylation potentiates the E3 ubiquitin ligase activity of the BRCA1/BARD1 complex >20-fold;RING domains of BRCA1 and BARD1, while necessary, are not sufficient for E3 activity, and sequences outside the RING domains make an important contrib	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P51668	A0A087WW00|A0A024QZJ2	NP_003329|NP_001191809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243824	580	672	107056	107140	-	-	BARD1	BRCA1	-	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Reconstituted Complex	physical	Wu-Baer F (2003)	PUBMED:12890688	9606	9606	Low Throughput	-	-	Autoubiquitination occurs principally by conjugation with K6-linked polymers	-	BIOGRID	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243844	672	580	107140	107056	-	-	BRCA1	BARD1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Reconstituted Complex	physical	Hashizume R (2001)	PUBMED:11278247	9606	9606	Low Throughput	-	-	Bacterially purified RING finger domains comprising residues 1-304 of BRCA1 and residues 25-189 of BARD1 are capable of polymerizing ubiquitin	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243855	672	580	107140	107056	-	-	BRCA1	BARD1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Co-localization	physical	Fabbro M (2002)	PUBMED:11925436	9606	9606	Low Throughput	-	-	BARD1-mediated import of BRCA1 requires the RING finger;cancer-associated RING-finger mutations C61G and C64G had no significant effect on BRCA1 localization, and BARD1 enhanced the nuclear localization of these mutants almost as efficiently as wild-type	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243867	1460	672	107843	107140	DADB-127H9.2	-	CSNK2B	BRCA1	CK2B|CK2N|CSK2B|G5A	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Reconstituted Complex	physical	O'Brien KA (1999)	PUBMED:10403822	9606	9606	Low Throughput	-	-	Beta-subunit of casein kinase 2 (CK2) associated with a carboxy-terminal region of BRCA1. This association was much weaker with the same fragment bearing a missense mutation (M1775R) that has been identified in breast tumors;in vitro phosphorylation by CK	-	BIOGRID	P67870	N0E4C7	NP_001269314|NP_001311	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243871	7392	672	113238	107140	-	-	USF2	BRCA1	FIP|bHLHb12	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Affinity Capture-Western	physical	Cable PL (2003)	PUBMED:14502648	9606	9606	Low Throughput	-	-	Binding complexes are downregulated in breast cancer cell lines containing wild-type BRCA1;modulated by serum and estrogen;missense mutations in BRCA1 that lead to subsequent cancer susceptibility may result in improper gene activation	-	BIOGRID	Q15853	-	NP_997174|NP_001308079|NP_003358	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243872	672	7392	107140	113238	-	-	BRCA1	USF2	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	FIP|bHLHb12	Affinity Capture-Western	physical	Cable PL (2003)	PUBMED:14502648	9606	9606	Low Throughput	-	-	Binding complexes are downregulated in breast cancer cell lines containing wild-type BRCA1;modulated by serum and estrogen;missense mutations in BRCA1 that lead to subsequent cancer susceptibility may result in improper gene activation	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q15853	-	NP_997174|NP_001308079|NP_003358	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243873	672	7321	107140	113169	-	-	BRCA1	UBE2D1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	Reconstituted Complex	physical	Brzovic PS (2003)	PUBMED:12732733	9606	9606	Low Throughput	-	-	Binding interface is formed by the first and second Zn(2+)-loops and central alpha-helix of the BRCA1 RING domain, a region disrupted by cancer-predisposing mutations;UbcH5c binds only to the BRCA1 subunit of BRCA1/BARD1 RING complex;BRCA1(1-304) and BARD	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P51668	A0A087WW00|A0A024QZJ2	NP_003329|NP_001191809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243878	9111	672	114561	107140	-	-	NMI	BRCA1	-	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Affinity Capture-Western	physical	Li H (2002)	PUBMED:11916966	9606	9606	Low Throughput	-	-	Binding to BRCA1 residues 298-683 and 1301-1863. Homodimerization of Nmi enhanced its association with BRCA1. Nmi functioned as an adaptor molecule to recruit c-Myc;BRCA1 together with Nmi significantly inhibited this c-Myc induced hTERT promoter activity	-	BIOGRID	Q13287	Q8WTW2	NP_004679	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243879	672	4609	107140	110694	-	-	BRCA1	MYC	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	MRTL|MYCC|bHLHe39|c-Myc	Affinity Capture-Western	physical	Li H (2002)	PUBMED:11916966	9606	9606	Low Throughput	-	-	Binding to BRCA1 residues 298-683 and 1301-1863. Homodimerization of Nmi enhanced its association with BRCA1. Nmi functioned as an adaptor molecule to recruit c-Myc;BRCA1 together with Nmi significantly inhibited this c-Myc induced hTERT promoter activity	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P01106	-	NP_002458|NP_001341799	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243880	672	9111	107140	114561	-	-	BRCA1	NMI	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Affinity Capture-Western	physical	Li H (2002)	PUBMED:11916966	9606	9606	Low Throughput	-	-	Binding to BRCA1 residues 298-683 and 1301-1863. Homodimerization of Nmi enhanced its association with BRCA1. Nmi functioned as an adaptor molecule to recruit c-Myc;BRCA1 together with Nmi significantly inhibited this c-Myc induced hTERT promoter activity	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q13287	Q8WTW2	NP_004679	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243881	672	9111	107140	114561	-	-	BRCA1	NMI	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Reconstituted Complex	physical	Li H (2002)	PUBMED:11916966	9606	9606	Low Throughput	-	-	Binding to BRCA1 residues 298-683 and 1301-1863. Homodimerization of Nmi enhanced its association with BRCA1. Nmi functioned as an adaptor molecule to recruit c-Myc;BRCA1 together with Nmi significantly inhibited this c-Myc induced hTERT promoter activity	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q13287	Q8WTW2	NP_004679	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243901	672	580	107140	107056	-	-	BRCA1	BARD1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	-	Co-localization	physical	Rodriguez JA (2004)	PUBMED:14647430	9606	9606	Low Throughput	-	-	Both apoptotic function and nuclear export of BARD1 were markedly reduced by BRCA1	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
243914	15951	672	200523	107140	-	-	Ifi204	BRCA1	Ifi16|p204	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Affinity Capture-Western	physical	Aglipay JA (2003)	PUBMED:14654789	10090	9606	Low Throughput	-	-	BRCA1 (aa 502-802) interacted with the IFI16 Pyrin domain (aa 1-130);BRCA1-IFI16 role in p53-mediated transmission of DNA damage signals and apoptosis	-	BIOGRID	Q08619|P15092	E9QKL6	NP_032355	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Mus musculus	Homo sapiens
243915	672	15951	107140	200523	-	-	BRCA1	Ifi204	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Ifi16|p204	Co-localization	physical	Aglipay JA (2003)	PUBMED:14654789	9606	10090	Low Throughput	-	-	BRCA1 (aa 502-802) interacted with the IFI16 Pyrin domain (aa 1-130);BRCA1-IFI16 role in p53-mediated transmission of DNA damage signals and apoptosis	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q08619|P15092	E9QKL6	NP_032355	-	-	-	-	-	-	Homo sapiens	Mus musculus
243916	672	15951	107140	200523	-	-	BRCA1	Ifi204	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Ifi16|p204	Affinity Capture-Western	physical	Aglipay JA (2003)	PUBMED:14654789	9606	10090	Low Throughput	-	-	BRCA1 (aa 502-802) interacted with the IFI16 Pyrin domain (aa 1-130);BRCA1-IFI16 role in p53-mediated transmission of DNA damage signals and apoptosis	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q08619|P15092	E9QKL6	NP_032355	-	-	-	-	-	-	Homo sapiens	Mus musculus
243917	3014	672	109268	107140	-	-	H2AFX	BRCA1	H2A.X|H2A/X|H2AX	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Co-localization	physical	Paull TT (2000)	PUBMED:10959836	9606	9606	Low Throughput	-	-	BRCA1 also colocalized with gamma-H2AX and was recruited to these sites before Rad50 or Rad50	-	BIOGRID	P16104	-	NP_002096	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
